type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Treated,Peel,L4Z,Fast Casual,No,20,Yes,Yes,1-10,24.27,No
Treated,Peel,L7C,Casual Dining,No,25,No,Yes,1-10,14.96,No
Treated,Peel,L5E,Fast Food,Franchise,14,No,No,10-20,16.98,No
Treated,Toronto,M1N,Fast Casual,No,11,Yes,Yes,10-20,17.55,No
Treated,Peel,L5A,Casual Dining,No,14,Yes,Yes,10-20,19.95,No
Treated,Toronto,M7D,Fine Dining,No,6,Yes,No,10-20,12.65,No
Treated,Peel,L5S,Family Style,No,14,No,Yes,1-10,16.36,No
Treated,Peel,L6Y,Casual Dining,No,10,Yes,No,10-20,14.84,No
Treated,Peel,L4Z,Family Style,No,2,Yes,No,1-10,17.49,No
Treated,Durham,L9L,Casual Dining,Franchise,17,Yes,Yes,>30,20.56,No
Treated,Halton,L9T,Casual Dining,No,18,Yes,Yes,1-10,19.23,No
Treated,Halton,L6M,Casual Dining,No,7,No,No,10-20,17.1,No
Treated,Durham,L9L,Fine Dining,Franchise,21,Yes,No,1-10,17.32,No
Treated,Toronto,M5X,Casual Dining,Franchise,4,Yes,Yes,20-30,21.52,No
Treated,Durham,L9L,Fine Dining,No,16,Yes,Yes,10-20,18.13,Yes
Treated,Toronto,M0N,Family Style,No,11,Yes,Yes,20-30,16.8,No
Treated,Toronto,M5L,Family Style,No,8,Yes,No,10-20,16.46,No
Treated,Halton,L7R,Fast Casual,No,15,Yes,Yes,1-10,19.95,No
Treated,Toronto,M5B,Fast Casual,Franchise,15,Yes,No,10-20,14.05,No
Treated,Halton,L6M,Casual Dining,Franchise,10,Yes,Yes,1-10,20.6,No
Treated,York,L3R,Premium Casual,No,19,Yes,No,>30,19.63,No
Treated,Toronto,M5V,Fast Casual,No,3,Yes,No,1-10,20.57,Yes
Treated,Durham,L0C,Fast Food,Franchise,10,Yes,No,1-10,16.74,No
Treated,Toronto,M3G,Casual Dining,No,7,Yes,Yes,>30,16.2,No
Treated,Toronto,M7O,Premium Casual,No,9,Yes,No,10-20,17,No
Treated,Toronto,M0S,Casual Dining,Franchise,9,Yes,Yes,1-10,18.52,No
Treated,York,L6G,Fast Casual,No,6,Yes,No,1-10,17.58,No
Treated,Durham,L0E,Fine Dining,No,8,Yes,No,10-20,15.12,No
Treated,Toronto,M6Y,Family Style,Franchise,3,Yes,No,10-20,19.8,No
Treated,Toronto,M9L,Casual Dining,No,11,Yes,Yes,1-10,16.68,No
Treated,Toronto,M9G,Fast Food,No,2,Yes,No,10-20,16.74,No
Treated,Toronto,M8W,Casual Dining,No,10,No,Yes,10-20,19.01,No
Treated,Toronto,M5I,Casual Dining,No,4,Yes,No,10-20,13.91,Yes
Treated,Peel,L4Z,Casual Dining,No,15,No,Yes,1-10,17.49,No
Treated,Halton,L7R,Family Style,No,7,Yes,No,1-10,21.87,No
Treated,Peel,L6V,Casual Dining,No,7,Yes,No,1-10,22.49,No
Treated,York,L0G,Fast Food,No,5,Yes,No,1-10,15.41,No
Treated,York,L3R,Family Style,Franchise,5,Yes,No,10-20,20.49,No
Treated,Toronto,M5I,Family Style,No,11,Yes,No,10-20,20.36,No
Treated,York,L0H,Family Style,No,10,Yes,No,20-30,22.77,No
Treated,Toronto,M8K,Casual Dining,No,7,Yes,No,10-20,15.3,No
Treated,York,L9N,Family Style,No,6,Yes,No,10-20,15.53,No
Treated,York,L7E,Family Style,No,11,Yes,No,10-20,18.07,Yes
Treated,Durham,L1P,Casual Dining,No,16,Yes,No,10-20,21.17,No
Treated,Peel,L7K,Fine Dining,Franchise,6,Yes,Yes,1-10,16,No
Treated,Peel,L5A,Family Style,No,15,Yes,Yes,10-20,16.54,No
Treated,Peel,L4W,Casual Dining,Franchise,7,Yes,No,10-20,17.15,Yes
Treated,Durham,L0E,Fast Casual,No,5,No,No,10-20,17.28,No
Treated,Toronto,M6A,Casual Dining,No,7,Yes,Yes,10-20,17.88,No
Treated,York,L9N,Casual Dining,No,9,Yes,Yes,1-10,16.46,No
Treated,Durham,L9P,Casual Dining,No,2,Yes,No,10-20,19.37,No
Treated,Peel,L7K,Family Style,No,4,Yes,Yes,10-20,17.43,No
Treated,Durham,L9P,Premium Casual,No,6,Yes,Yes,10-20,17.96,No
Treated,York,L6A,Fast Food,No,8,Yes,No,1-10,20.18,Yes
Treated,Toronto,M9Z,Family Style,Franchise,6,Yes,Yes,10-20,14.69,No
Treated,Toronto,M1C,Family Style,No,17,Yes,No,>30,20.4,No
Treated,Toronto,M1L,Fast Casual,No,17,Yes,No,10-20,19.83,No
Treated,Peel,L6R,Premium Casual,Franchise,15,Yes,Yes,1-10,20.24,No
Treated,Toronto,M7F,Family Style,No,3,Yes,No,10-20,17.72,No
Treated,Toronto,M5R,Family Style,No,6,Yes,Yes,20-30,16.44,No
Treated,Durham,L0B,Family Style,No,19,Yes,No,20-30,16.22,No
Treated,Toronto,M5N,Fast Food,No,10,Yes,Yes,1-10,20.34,No
Treated,Toronto,M0N,Family Style,No,12,No,No,10-20,21.07,No
Treated,Toronto,M5T,Fast Casual,No,13,Yes,No,1-10,17.37,No
Treated,York,L9N,Casual Dining,No,8,Yes,Yes,20-30,18.57,No
Treated,Halton,L6M,Family Style,No,14,Yes,Yes,20-30,17.12,No
Treated,Toronto,M8Z,Casual Dining,No,2,Yes,Yes,10-20,13.88,No
Treated,Toronto,M1O,Family Style,Franchise,15,Yes,No,1-10,18.99,No
Treated,Peel,L6W,Family Style,No,10,Yes,No,1-10,19.62,No
Treated,Toronto,M8R,Premium Casual,No,5,Yes,No,1-10,22.06,No
Treated,Toronto,M0L,Fast Food,No,19,Yes,No,10-20,21.67,No
Treated,York,L7E,Casual Dining,No,16,No,Yes,10-20,18.98,No
Treated,York,L4P,Fast Casual,No,12,Yes,No,20-30,19.49,Yes
Treated,Toronto,M7J,Premium Casual,Franchise,17,Yes,Yes,10-20,17.15,No
Treated,Toronto,M4V,Family Style,Franchise,13,Yes,No,1-10,19.18,No
Treated,Toronto,M3H,Family Style,No,8,Yes,No,1-10,17.39,No
Treated,Peel,L4W,Fine Dining,No,20,Yes,No,1-10,19.39,No
Treated,Peel,L4Z,Casual Dining,No,7,Yes,No,20-30,22.52,No
Treated,Peel,L6T,Casual Dining,No,6,Yes,Yes,10-20,21.63,No
Treated,Toronto,M3N,Family Style,No,7,Yes,No,20-30,19.85,No
Treated,York,L0J,Family Style,Franchise,7,Yes,No,1-10,19.4,No
Treated,Toronto,M8V,Casual Dining,No,12,Yes,No,20-30,13.78,No
Treated,Durham,L1G,Casual Dining,No,12,Yes,No,10-20,21.84,No
Treated,York,L9N,Fast Casual,No,14,No,No,20-30,14.65,No
Treated,Halton,L0P,Fast Casual,No,4,Yes,No,10-20,20.29,No
Treated,Halton,L7P,Fine Dining,No,16,Yes,Yes,20-30,18.89,No
Treated,Peel,L6X,Fast Food,No,16,Yes,No,10-20,17.61,No
Treated,Toronto,M9V,Fast Casual,No,22,Yes,No,1-10,21.22,Yes
Treated,Peel,L7A,Premium Casual,No,6,Yes,No,10-20,15.18,No
Treated,Peel,L6Z,Fast Casual,No,8,Yes,Yes,20-30,17.57,No
Treated,Toronto,M5X,Fast Casual,No,9,Yes,No,1-10,17.91,No
Treated,Toronto,M0M,Casual Dining,No,11,Yes,Yes,10-20,20.07,No
Treated,Toronto,M6W,Fast Food,Franchise,8,Yes,Yes,10-20,16.64,No
Treated,York,L3Y,Fast Casual,No,17,Yes,Yes,1-10,22.12,No
Treated,York,L6A,Family Style,No,13,Yes,Yes,10-20,18.78,No
Treated,Toronto,M7Q,Family Style,Franchise,9,Yes,No,1-10,18.42,No
Treated,York,L6C,Family Style,No,21,Yes,No,20-30,14,No
Treated,Peel,L7A,Family Style,Franchise,9,Yes,Yes,>30,18.9,No
Treated,Toronto,M7D,Fast Food,No,6,Yes,No,10-20,20.5,No
Treated,Halton,L7M,Premium Casual,No,3,Yes,No,20-30,20.87,No
Treated,Toronto,M6B,Fast Food,Franchise,8,Yes,Yes,>30,19.36,No
Treated,York,L0G,Family Style,No,14,Yes,Yes,1-10,16.69,No
Treated,Toronto,M2B,Casual Dining,No,7,Yes,No,1-10,17.67,No
Treated,York,L3R,Casual Dining,Franchise,2,No,No,10-20,18.29,No
Treated,Peel,L4Y,Fast Food,No,3,Yes,No,10-20,15.24,Yes
Treated,Peel,L4Y,Family Style,No,8,Yes,No,10-20,15.03,No
Treated,Toronto,M3R,Fine Dining,No,4,Yes,No,1-10,15.85,Yes
Treated,Peel,L7A,Fast Casual,No,9,Yes,No,10-20,14.46,Yes
Treated,Peel,L7K,Fast Food,No,17,Yes,Yes,1-10,18.28,No
Treated,Toronto,M6U,Family Style,Franchise,11,Yes,No,1-10,25.13,No
Treated,Halton,L6L,Fast Casual,No,13,Yes,Yes,10-20,12.19,No
Treated,Peel,L4Y,Casual Dining,No,9,No,No,10-20,22.5,No
Treated,York,L0J,Family Style,Franchise,9,Yes,Yes,20-30,18.38,No
Treated,Toronto,M7Q,Casual Dining,No,8,Yes,Yes,10-20,21.66,Yes
Treated,Toronto,M8O,Family Style,No,16,Yes,Yes,>30,19.67,No
Treated,Peel,L4X,Premium Casual,No,3,Yes,No,1-10,19.63,No
Treated,Toronto,M1H,Casual Dining,No,10,No,No,10-20,16.81,No
Treated,York,L7B,Casual Dining,No,4,Yes,No,20-30,17.27,No
Treated,Toronto,M0Y,Fast Casual,Franchise,3,Yes,Yes,20-30,17.25,No
Treated,Durham,L1M,Fine Dining,Franchise,11,Yes,No,10-20,16.37,Yes
Treated,York,L9N,Fast Casual,No,13,Yes,Yes,1-10,17.82,No
Treated,Halton,L6J,Casual Dining,No,12,Yes,Yes,10-20,18.76,No
Treated,Halton,L6J,Family Style,Franchise,10,Yes,No,1-10,17.29,No
Treated,Peel,L7C,Casual Dining,Franchise,2,Yes,No,10-20,12.25,No
Treated,Peel,L4Y,Fast Food,No,11,Yes,No,1-10,21.64,Yes
Treated,York,L3P,Premium Casual,Franchise,3,No,No,10-20,18.96,No
Treated,Peel,L4W,Fast Casual,No,14,Yes,No,10-20,16.43,No
Treated,Toronto,M6A,Fine Dining,No,2,Yes,Yes,20-30,24.09,No
Treated,Peel,L6P,Casual Dining,No,19,Yes,No,10-20,19.54,No
Treated,York,L7B,Fast Food,No,9,Yes,Yes,10-20,18,No
Treated,York,L3P,Premium Casual,No,4,Yes,No,10-20,19.31,No
Treated,Peel,L5E,Fast Casual,No,27,Yes,No,20-30,21.64,No
Treated,York,L0N,Family Style,No,7,Yes,Yes,10-20,18.2,No
Treated,Halton,L9T,Casual Dining,Franchise,8,Yes,No,10-20,16.37,No
Treated,Toronto,M4T,Family Style,No,13,No,No,10-20,17.55,Yes
Treated,Halton,L9T,Family Style,No,12,Yes,Yes,1-10,21.53,No
Treated,Toronto,M5M,Premium Casual,Franchise,8,No,Yes,10-20,15.01,No
Treated,Toronto,M5S,Family Style,No,6,Yes,Yes,10-20,16.04,No
Treated,York,L0J,Family Style,No,6,Yes,No,1-10,19.37,No
Treated,Halton,L0P,Casual Dining,No,11,Yes,Yes,1-10,18.4,No
Treated,Peel,L5K,Premium Casual,No,10,No,No,>30,14.26,No
Treated,York,L6C,Casual Dining,No,8,Yes,Yes,10-20,16.47,Yes
Treated,Toronto,M0C,Family Style,Franchise,12,Yes,Yes,1-10,19.81,No
Treated,York,L7E,Casual Dining,No,15,Yes,No,>30,18.16,No
Treated,Peel,L5K,Fast Food,Franchise,13,Yes,Yes,1-10,20.87,No
Treated,Toronto,M1J,Casual Dining,Franchise,5,No,No,1-10,23.97,No
Treated,Toronto,M5I,Fine Dining,No,11,Yes,No,1-10,17.66,No
Treated,Peel,L4W,Premium Casual,No,13,Yes,Yes,1-10,17.28,No
Treated,Halton,L9E,Casual Dining,No,16,Yes,No,1-10,18.57,No
Treated,Halton,L9T,Fast Food,No,0,Yes,Yes,>30,21.33,No
Treated,Peel,L6Y,Fast Casual,No,9,Yes,No,20-30,18.33,Yes
Treated,Durham,L0B,Family Style,Franchise,17,No,No,1-10,19.34,No
Treated,Toronto,M0B,Family Style,Franchise,4,Yes,No,1-10,20.6,No
Treated,Peel,L7C,Fast Food,No,4,Yes,No,1-10,13.02,No
Treated,Durham,L1M,Fast Food,Franchise,8,Yes,No,10-20,19.81,No
Treated,Durham,L0B,Fast Food,No,4,Yes,Yes,1-10,14.85,No
Treated,York,L9N,Premium Casual,No,13,Yes,No,10-20,17.11,No
Treated,York,L0E,Premium Casual,Franchise,9,Yes,No,10-20,17.28,No
Treated,Halton,L6J,Casual Dining,No,11,Yes,No,10-20,16.58,No
Treated,Durham,L9L,Family Style,No,13,Yes,No,1-10,23.57,No
Treated,York,L0G,Family Style,No,14,Yes,No,1-10,20.97,No
Treated,Toronto,M3R,Fast Casual,No,8,Yes,No,10-20,18.86,No
Treated,Peel,L7C,Casual Dining,Franchise,0,Yes,Yes,20-30,19.72,No
Treated,Toronto,M5O,Fast Casual,No,13,Yes,No,10-20,21.54,No
Treated,Halton,L6L,Family Style,No,8,No,Yes,10-20,18.7,No
Treated,York,L0E,Casual Dining,Franchise,16,Yes,No,1-10,19.06,No
Treated,Toronto,M3S,Family Style,No,15,Yes,Yes,1-10,23.92,No
Treated,Toronto,M3O,Fast Food,Franchise,2,Yes,No,10-20,22.03,No
Treated,Peel,L7C,Casual Dining,No,4,No,Yes,10-20,20.54,No
Treated,Peel,L7A,Fast Casual,Franchise,16,Yes,No,1-10,20.81,No
Treated,Durham,L0B,Premium Casual,No,17,No,No,10-20,17.97,No
Treated,Peel,L4W,Premium Casual,No,19,Yes,Yes,20-30,19.63,No
Treated,Halton,L6K,Premium Casual,Franchise,11,Yes,Yes,1-10,19.88,No
Treated,York,L0J,Fast Casual,Franchise,3,Yes,Yes,>30,21.2,No
Treated,Peel,L7A,Casual Dining,No,7,Yes,No,1-10,25.08,No
Treated,Peel,L6Z,Family Style,No,9,Yes,Yes,1-10,17.98,No
Treated,York,L6E,Fast Casual,No,13,Yes,No,1-10,18.25,No
Treated,Durham,L0C,Premium Casual,No,3,Yes,No,10-20,16.99,No
Treated,Toronto,M4W,Casual Dining,Franchise,15,No,Yes,10-20,17.8,No
Treated,Peel,L4X,Family Style,Franchise,4,Yes,No,10-20,13.32,No
Treated,Toronto,M8S,Fast Casual,No,5,Yes,No,1-10,17.77,No
Treated,Toronto,M2H,Fast Food,No,18,Yes,No,10-20,19.09,Yes
Treated,Peel,L5K,Family Style,No,14,Yes,No,1-10,15.74,No
Treated,Toronto,M9S,Casual Dining,Franchise,13,Yes,No,10-20,16.83,No
Treated,Toronto,M3I,Casual Dining,No,8,Yes,Yes,10-20,19.91,No
Treated,Toronto,M1M,Fast Food,Franchise,11,Yes,No,10-20,19.1,No
Treated,Peel,L5V,Casual Dining,No,17,Yes,No,>30,22.72,No
Treated,York,L7B,Casual Dining,No,16,Yes,No,10-20,22.81,No
Treated,York,L4E,Family Style,Franchise,0,Yes,No,1-10,21.69,No
Treated,Durham,L9P,Fast Casual,No,9,Yes,Yes,10-20,20.82,No
Treated,York,L6B,Fast Casual,Franchise,2,Yes,No,1-10,17.8,No
Treated,Toronto,M1V,Family Style,No,5,Yes,No,10-20,20.92,No
Treated,Halton,L0P,Family Style,No,13,Yes,No,1-10,20.43,No
Treated,York,L3Z,Fast Casual,No,5,Yes,Yes,1-10,24.34,No
Treated,Durham,L9L,Fast Food,No,10,Yes,Yes,1-10,15.5,No
Treated,Toronto,M3P,Family Style,Franchise,4,Yes,No,>30,24.38,No
Treated,Peel,L5B,Fast Food,No,8,Yes,Yes,1-10,17.18,Yes
Treated,York,L9N,Family Style,No,6,Yes,No,1-10,18.51,No
Treated,Peel,L6X,Premium Casual,No,17,No,No,10-20,17.42,No
Treated,York,L0G,Casual Dining,No,5,Yes,Yes,1-10,19.51,No
Treated,York,L0E,Fast Casual,No,11,Yes,Yes,1-10,19.97,No
Treated,Peel,L6R,Casual Dining,No,22,Yes,Yes,1-10,16.45,No
Treated,York,L9N,Premium Casual,Franchise,4,No,Yes,1-10,15.04,Yes
Treated,Peel,L4X,Fine Dining,Franchise,2,Yes,No,1-10,17.41,No
Treated,Peel,L5P,Premium Casual,No,8,Yes,Yes,1-10,15.78,Yes
Treated,Toronto,M4K,Casual Dining,No,2,Yes,No,10-20,18.94,Yes
Treated,York,L4P,Premium Casual,No,15,Yes,Yes,1-10,19.91,No
Treated,Toronto,M1Z,Fast Casual,No,12,Yes,No,>30,14.15,No
Treated,Halton,L7L,Family Style,No,9,Yes,No,10-20,19.91,No
Treated,Peel,L7C,Fast Food,No,18,Yes,Yes,1-10,22.85,No
Treated,Toronto,M1M,Fast Food,No,9,Yes,Yes,1-10,15.88,No
Treated,Durham,L9L,Fine Dining,No,14,No,No,10-20,20.88,No
Treated,Durham,L0B,Premium Casual,No,0,No,No,10-20,19.64,No
Treated,Toronto,M3L,Fast Food,No,9,Yes,No,10-20,16.24,No
Treated,York,L9N,Family Style,No,9,Yes,Yes,1-10,12.57,No
Treated,York,L3S,Fast Casual,Franchise,17,Yes,Yes,10-20,20.03,Yes
Treated,Toronto,M2D,Premium Casual,No,5,Yes,No,10-20,20.12,Yes
Treated,Halton,L7R,Family Style,No,8,Yes,Yes,20-30,18.51,No
Treated,York,L6C,Casual Dining,Franchise,11,Yes,No,>30,16.78,No
Treated,York,L3S,Casual Dining,No,15,Yes,Yes,10-20,19.44,No
Treated,Peel,L4Z,Fine Dining,No,1,No,No,10-20,16.44,No
Treated,Toronto,M5S,Family Style,Franchise,7,Yes,No,20-30,19.02,No
Treated,York,L7E,Premium Casual,No,12,Yes,No,1-10,17.83,No
Treated,Toronto,M0P,Fast Casual,Franchise,8,Yes,No,10-20,20.13,No
Treated,Durham,L0E,Family Style,No,7,Yes,No,1-10,22.93,No
Treated,Halton,L6J,Casual Dining,Franchise,18,No,No,10-20,19.36,No
Treated,Peel,L7K,Premium Casual,Franchise,13,Yes,No,1-10,18.25,Yes
Treated,Durham,L9P,Fast Casual,Franchise,2,Yes,No,20-30,15.79,No
Treated,Durham,L1T,Fast Food,Franchise,2,Yes,No,1-10,15.7,No
Treated,Halton,L6K,Fast Casual,No,14,Yes,No,10-20,23.36,No
Treated,Peel,L6X,Family Style,Franchise,1,Yes,No,10-20,15.77,Yes
Treated,Toronto,M4Y,Casual Dining,No,1,Yes,No,1-10,17.87,No
Treated,Peel,L6P,Fast Food,No,10,Yes,Yes,1-10,21.99,No
Treated,Peel,L7A,Family Style,No,24,Yes,No,1-10,17.95,Yes
Treated,Toronto,M7E,Fast Food,Franchise,13,Yes,No,10-20,19.58,No
Treated,Toronto,M5F,Family Style,No,9,Yes,No,20-30,19.24,No
Treated,Durham,L1P,Casual Dining,Franchise,12,No,No,1-10,18.28,No
Treated,Toronto,M9A,Family Style,No,12,Yes,No,10-20,20.31,No
Treated,Toronto,M9W,Fast Casual,No,7,No,Yes,10-20,16.93,No
Treated,Peel,L6T,Premium Casual,Franchise,2,Yes,Yes,10-20,18.53,Yes
Treated,Toronto,M9R,Fast Casual,Franchise,20,Yes,No,10-20,17.94,No
Treated,Toronto,M0O,Premium Casual,No,8,Yes,Yes,>30,11.95,No
Treated,Halton,L9E,Casual Dining,No,11,Yes,No,1-10,15.6,No
Treated,York,L0H,Casual Dining,Franchise,1,Yes,No,20-30,16.23,No
Treated,Peel,L7K,Fast Food,No,2,Yes,No,1-10,18.11,No
Treated,York,L3Y,Family Style,No,15,Yes,Yes,10-20,17.01,No
Treated,York,L7B,Fast Food,No,8,Yes,Yes,1-10,17.14,No
Treated,Toronto,M7U,Fast Food,No,1,Yes,No,10-20,16.23,Yes
Treated,Halton,L7R,Fast Food,Franchise,11,Yes,Yes,1-10,19.52,No
Treated,Halton,L7S,Casual Dining,Franchise,3,Yes,No,1-10,21.06,No
Treated,Toronto,M0J,Fast Casual,No,22,Yes,No,10-20,17.52,No
Treated,Toronto,M9V,Fast Casual,No,4,Yes,No,1-10,19.54,No
Treated,Durham,L9P,Fast Casual,Franchise,29,Yes,Yes,>30,21.07,No
Treated,Peel,L5T,Fast Casual,No,13,Yes,No,10-20,18.35,No
Treated,Peel,L7C,Premium Casual,No,9,Yes,No,1-10,15.97,No
Treated,Durham,L9P,Premium Casual,Franchise,3,Yes,No,10-20,13.59,No
Treated,Durham,L9P,Casual Dining,No,15,Yes,No,10-20,18.47,Yes
Treated,York,L6E,Fast Food,Franchise,7,Yes,Yes,1-10,16.51,No
Treated,Peel,L7A,Premium Casual,No,1,Yes,No,10-20,18.42,No
Treated,York,L9N,Premium Casual,No,19,Yes,No,10-20,16.22,No
Treated,Toronto,M5K,Casual Dining,No,10,Yes,No,10-20,16.99,No
Treated,Peel,L6W,Premium Casual,No,2,Yes,Yes,1-10,17.55,No
Treated,York,L0H,Family Style,No,10,Yes,No,10-20,18.35,No
Treated,Toronto,M8Q,Family Style,No,6,Yes,Yes,1-10,14.74,Yes
Treated,Peel,L6S,Fast Food,No,4,Yes,Yes,1-10,20.81,No
Treated,Toronto,M2M,Premium Casual,Franchise,12,Yes,Yes,10-20,15.91,No
Treated,Peel,L6P,Family Style,No,17,Yes,No,10-20,17.07,No
Treated,Peel,L5E,Premium Casual,No,21,No,No,10-20,18.06,No
Treated,Halton,L7L,Family Style,No,0,No,No,1-10,14.8,No
Treated,Halton,L7P,Family Style,Franchise,5,Yes,No,10-20,17.83,No
Treated,Peel,L7A,Fine Dining,Franchise,0,Yes,Yes,1-10,22.8,Yes
Treated,York,L0H,Casual Dining,No,4,No,No,10-20,18.42,No
Treated,York,L4B,Casual Dining,Franchise,13,Yes,Yes,10-20,17.02,No
Treated,York,L0N,Family Style,No,10,Yes,No,10-20,14.13,Yes
Treated,Durham,L1S,Casual Dining,No,20,Yes,No,1-10,23.41,No
Treated,York,L4G,Fast Casual,Franchise,9,Yes,Yes,>30,23.3,No
Treated,Halton,L9T,Casual Dining,No,21,Yes,No,10-20,15.8,No
Treated,Durham,L0B,Fast Food,No,2,Yes,Yes,10-20,18.56,No
Treated,Peel,L7A,Fast Casual,No,3,Yes,Yes,10-20,19.27,Yes
Treated,Toronto,M9F,Casual Dining,No,14,Yes,No,1-10,19.76,No
Treated,Halton,L7R,Fast Food,Franchise,10,Yes,Yes,1-10,20.13,No
Treated,Toronto,M4N,Family Style,No,7,Yes,Yes,1-10,19.84,No
Treated,York,L4H,Casual Dining,Franchise,21,Yes,Yes,>30,15.47,No
Treated,York,L3Y,Casual Dining,No,22,No,Yes,1-10,17.73,No
Treated,Durham,L9P,Fast Food,No,6,Yes,No,10-20,16.86,No
Treated,Toronto,M5E,Casual Dining,Franchise,12,Yes,Yes,1-10,13.69,No
Treated,Durham,L1Z,Fine Dining,No,5,Yes,No,>30,19.11,Yes
Treated,Peel,L5E,Family Style,Franchise,12,Yes,No,10-20,13.28,No
Treated,Toronto,M0P,Fast Food,No,10,Yes,Yes,1-10,18.18,No
Treated,Toronto,M5Y,Family Style,Franchise,3,Yes,No,20-30,17.36,No
Treated,Peel,L4W,Casual Dining,No,6,No,No,10-20,16.5,No
Treated,York,L4E,Fine Dining,No,14,Yes,No,10-20,15.97,No
Treated,Halton,L7M,Casual Dining,No,7,Yes,No,10-20,18.8,No
Treated,Peel,L4W,Fast Casual,No,11,Yes,No,>30,15.71,No
Treated,York,L0N,Premium Casual,Franchise,5,Yes,No,10-20,20.84,No
Treated,Peel,L7A,Casual Dining,No,1,Yes,No,10-20,17.88,No
Treated,Toronto,M3C,Premium Casual,No,4,Yes,No,10-20,18.71,Yes
Treated,Peel,L5P,Fast Food,No,15,Yes,No,10-20,19.55,No
Treated,Peel,L7C,Family Style,Franchise,11,Yes,No,1-10,22.89,No
Treated,Halton,L7M,Premium Casual,Franchise,26,No,No,20-30,18.31,No
Treated,Toronto,M8Q,Fast Casual,No,8,Yes,No,1-10,20.19,No
Treated,Peel,L4X,Premium Casual,No,25,Yes,No,10-20,21.8,No
Treated,Halton,L7P,Fast Food,Franchise,22,Yes,Yes,>30,15.83,No
Treated,Toronto,M8N,Premium Casual,No,4,Yes,Yes,10-20,17.83,No
Treated,Peel,L4V,Fast Casual,No,10,Yes,Yes,10-20,16.1,No
Treated,York,L9N,Casual Dining,Franchise,5,Yes,No,10-20,20.97,Yes
Treated,Toronto,M3L,Casual Dining,No,12,Yes,No,10-20,19.87,No
Treated,Toronto,M6W,Fast Casual,Franchise,19,Yes,No,10-20,14.43,No
Treated,Peel,L6S,Casual Dining,No,13,Yes,No,10-20,21.85,No
Treated,York,L4H,Family Style,No,1,Yes,Yes,10-20,17.29,No
Treated,Halton,L7L,Fast Casual,No,5,Yes,No,10-20,14.64,Yes
Treated,Toronto,M2W,Family Style,No,6,Yes,No,10-20,13.69,No
Treated,Peel,L4X,Premium Casual,Franchise,25,No,No,10-20,17.87,No
Treated,Peel,L4Y,Fast Food,No,10,Yes,No,1-10,14.49,No
Treated,Halton,L7M,Fine Dining,No,7,No,No,1-10,20.8,No
Treated,York,L9N,Family Style,No,7,Yes,No,10-20,15.1,No
Treated,Peel,L4V,Family Style,Franchise,15,Yes,Yes,10-20,20.67,No
Treated,Peel,L7C,Fast Casual,Franchise,5,Yes,No,10-20,17.98,No
Treated,York,L7B,Fast Casual,Franchise,3,Yes,No,10-20,17.34,No
Treated,Toronto,M9X,Premium Casual,No,12,Yes,No,>30,21.41,No
Treated,York,L4H,Fast Casual,No,4,Yes,No,1-10,17.13,No
Treated,Toronto,M2F,Fast Casual,No,6,No,Yes,10-20,16.59,No
Treated,York,L9N,Fast Food,Franchise,13,Yes,No,1-10,18.53,No
Treated,York,L7B,Casual Dining,No,14,Yes,No,10-20,21.42,No
Treated,Peel,L4V,Casual Dining,No,11,Yes,Yes,10-20,20.3,No
Treated,Durham,L9P,Family Style,Franchise,8,Yes,Yes,10-20,19.42,No
Treated,Toronto,M5F,Fine Dining,No,5,Yes,Yes,1-10,21.73,Yes
Treated,Toronto,M2E,Fast Food,No,9,Yes,Yes,1-10,23.17,No
Treated,Peel,L6V,Premium Casual,No,4,No,No,1-10,15.03,No
Treated,Toronto,M6W,Fine Dining,No,10,Yes,Yes,1-10,11.22,No
Treated,York,L4C,Premium Casual,No,8,Yes,No,1-10,20.78,No
Treated,York,L4G,Fast Casual,Franchise,7,Yes,No,20-30,15.76,No
Treated,Halton,L0P,Casual Dining,No,12,Yes,No,10-20,21.2,No
Treated,York,L0N,Fast Casual,No,6,Yes,No,10-20,15.49,No
Treated,York,L6G,Fast Food,Franchise,3,Yes,No,20-30,15.86,No
Treated,Toronto,M2A,Fine Dining,No,5,Yes,No,1-10,18.56,No
Treated,Durham,L1S,Fine Dining,No,7,Yes,Yes,>30,19.05,No
Treated,York,L4S,Family Style,No,5,No,No,10-20,14.81,No
Treated,York,L6B,Premium Casual,No,15,Yes,No,1-10,16.68,No
Treated,Peel,L4Z,Premium Casual,Franchise,9,Yes,Yes,1-10,17.91,No
Treated,Toronto,M0H,Fast Casual,Franchise,16,No,No,20-30,22.98,No
Treated,Peel,L4T,Casual Dining,No,10,Yes,No,1-10,15.23,No
Treated,Durham,L9P,Fast Food,No,17,Yes,No,10-20,17.16,No
Treated,Toronto,M6V,Family Style,No,2,Yes,Yes,10-20,17.06,No
Treated,York,L0E,Premium Casual,No,12,Yes,No,1-10,19.39,No
Treated,York,L7B,Family Style,No,5,Yes,No,1-10,16.47,No
Treated,Toronto,M4O,Casual Dining,No,11,Yes,Yes,10-20,17.62,No
Treated,Toronto,M3R,Family Style,Franchise,1,No,No,1-10,19.98,No
Treated,York,L7B,Fine Dining,No,20,Yes,Yes,1-10,17.25,No
Treated,York,L0J,Family Style,Franchise,6,Yes,No,1-10,17.06,No
