type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10
Treated,M8X,Toronto,Family Style,No,19,Yes,Yes,20.77,No
Treated,L7B,York,Premium Casual,No,10,Yes,No,20.62,No
Treated,M5Z,Toronto,Fast Casual,No,4,Yes,Yes,18.94,No
Treated,L4Z,Peel,Fast Casual,No,5,Yes,Yes,20.45,No
Treated,L9N,York,Premium Casual,No,21,Yes,Yes,21.64,No
Treated,M4M,Toronto,Fast Food,No,20,No,No,15.94,No
Treated,M3D,Toronto,Family Style,No,8,Yes,No,18.57,No
Treated,L9E,Halton,Premium Casual,No,18,No,No,18.96,No
Treated,M1S,Toronto,Family Style,Franchise,2,Yes,No,15.76,No
Treated,L6M,Halton,Family Style,Franchise,25,Yes,No,18.73,No
Treated,L4W,Peel,Fast Food,No,3,Yes,Yes,20.27,No
Treated,L9N,York,Fast Food,Franchise,0,No,No,17.87,No
Treated,L9L,Durham,Family Style,Franchise,11,Yes,No,16.93,No
Treated,M5T,Toronto,Premium Casual,No,5,Yes,No,16.62,No
Treated,L4L,York,Fast Casual,No,3,Yes,No,14.08,No
Treated,M6L,Toronto,Family Style,No,12,Yes,No,19.36,No
Treated,L5R,Peel,Premium Casual,Franchise,10,Yes,Yes,16.64,Yes
Treated,M2B,Toronto,Premium Casual,No,22,Yes,No,19.19,No
Treated,L6T,Peel,Premium Casual,No,5,Yes,No,19.16,Yes
Treated,M5X,Toronto,Casual Dining,Franchise,23,Yes,No,19.17,No
Treated,L6K,Halton,Casual Dining,No,3,No,No,19.22,Yes
Treated,L6Y,Peel,Family Style,Franchise,13,Yes,Yes,17.2,No
Treated,M0U,Toronto,Casual Dining,No,10,Yes,No,20.93,No
Treated,L9L,Durham,Fast Casual,No,13,Yes,No,11.3,No
Treated,L9N,York,Family Style,No,17,Yes,No,18.2,No
Treated,L7R,Halton,Casual Dining,Franchise,15,Yes,No,22.79,No
Treated,L7A,Peel,Family Style,Franchise,3,Yes,No,18.52,No
Treated,M2K,Toronto,Family Style,No,1,Yes,No,17.85,No
Treated,L0C,Durham,Fast Casual,Franchise,7,No,Yes,19.07,No
Treated,M7T,Toronto,Family Style,No,4,No,No,17.9,No
Treated,L7E,York,Family Style,No,14,Yes,No,19.96,Yes
Treated,M7I,Toronto,Fast Casual,No,18,Yes,Yes,19.64,No
Treated,L4B,York,Casual Dining,No,12,Yes,Yes,19.02,No
Treated,L0C,Durham,Casual Dining,No,1,No,Yes,17.32,No
Treated,L0E,Durham,Fine Dining,Franchise,4,Yes,No,20.64,Yes
Treated,L1S,Durham,Fast Casual,No,12,Yes,Yes,16.79,Yes
Treated,L5R,Peel,Family Style,No,2,No,Yes,16.58,No
Treated,M3M,Toronto,Casual Dining,Franchise,14,Yes,Yes,17.17,No
Treated,M8T,Toronto,Casual Dining,Franchise,7,Yes,Yes,21.37,No
Treated,L6T,Peel,Fast Casual,No,20,Yes,Yes,22.93,No
Treated,L7C,Peel,Casual Dining,No,25,No,Yes,17.43,No
Treated,L5H,Peel,Fast Food,Franchise,14,No,No,16.1,No
Treated,M4E,Toronto,Fast Casual,No,11,Yes,Yes,12.63,No
Treated,L4W,Peel,Casual Dining,No,14,Yes,Yes,16.1,No
Treated,M4P,Toronto,Fine Dining,No,6,Yes,No,20.16,No
Treated,L6T,Peel,Family Style,No,14,No,Yes,20.46,No
Treated,L4V,Peel,Casual Dining,No,10,Yes,No,20.84,No
Treated,L4T,Peel,Family Style,No,2,Yes,No,18.42,No
Treated,L1M,Durham,Casual Dining,Franchise,17,Yes,Yes,19.52,No
Treated,L6M,Halton,Casual Dining,No,18,Yes,Yes,19.67,No
Treated,L9T,Halton,Casual Dining,No,7,No,No,19.27,No
Treated,L1P,Durham,Fine Dining,Franchise,21,Yes,No,18.88,No
Treated,M1L,Toronto,Casual Dining,Franchise,4,Yes,Yes,20.9,No
Treated,L0B,Durham,Fine Dining,No,16,Yes,Yes,16.93,No
Treated,M6V,Toronto,Family Style,No,11,Yes,Yes,16.7,No
Treated,M1B,Toronto,Family Style,No,8,Yes,No,14.77,Yes
Treated,L6M,Halton,Fast Casual,No,15,Yes,Yes,17.89,No
Treated,M7V,Toronto,Fast Casual,Franchise,15,Yes,No,20.62,No
Treated,L9T,Halton,Casual Dining,Franchise,10,Yes,Yes,20.26,No
Treated,L7E,York,Premium Casual,No,19,Yes,No,17.46,No
Treated,M6A,Toronto,Fast Casual,No,3,Yes,No,14.9,No
Treated,L9L,Durham,Fast Food,Franchise,10,Yes,No,18.61,No
Treated,M3K,Toronto,Casual Dining,No,7,Yes,Yes,18.08,Yes
Treated,M4C,Toronto,Premium Casual,No,9,Yes,No,16.11,No
Treated,M7I,Toronto,Casual Dining,Franchise,9,Yes,Yes,21.82,No
Treated,L0E,York,Fast Casual,No,6,Yes,No,17.67,Yes
Treated,L0B,Durham,Fine Dining,No,8,Yes,No,16.96,No
Treated,M2X,Toronto,Family Style,Franchise,3,Yes,No,14.92,No
Treated,M2A,Toronto,Casual Dining,No,11,Yes,Yes,21.07,No
Treated,M4S,Toronto,Fast Food,No,2,Yes,No,19.09,No
Treated,M8M,Toronto,Casual Dining,No,10,No,Yes,15.92,No
Treated,M6G,Toronto,Casual Dining,No,4,Yes,No,19.85,No
Treated,L4Z,Peel,Casual Dining,No,15,No,Yes,19.08,No
Treated,L6K,Halton,Family Style,No,7,Yes,No,18.27,No
Treated,L7A,Peel,Casual Dining,No,7,Yes,No,17.02,No
Treated,L9N,York,Fast Food,No,5,Yes,No,14.82,No
Treated,L3S,York,Family Style,Franchise,5,Yes,No,22.83,No
Treated,M2K,Toronto,Family Style,No,11,Yes,No,16.35,No
Treated,L3Z,York,Family Style,No,10,Yes,No,19.57,No
Treated,M5Q,Toronto,Casual Dining,No,7,Yes,No,20.99,No
Treated,L7E,York,Family Style,No,6,Yes,No,20.29,No
Treated,L4G,York,Family Style,No,11,Yes,No,14.98,No
Treated,L0B,Durham,Casual Dining,No,16,Yes,No,18.54,No
Treated,L6W,Peel,Fine Dining,Franchise,6,Yes,Yes,18.44,No
Treated,L4V,Peel,Family Style,No,15,Yes,Yes,19.1,No
Treated,L7C,Peel,Casual Dining,Franchise,7,Yes,No,22.4,No
Treated,L9L,Durham,Fast Casual,No,5,No,No,23.04,No
Treated,M1E,Toronto,Casual Dining,No,7,Yes,Yes,21.35,No
Treated,L6A,York,Casual Dining,No,9,Yes,Yes,19.15,No
Treated,L0E,Durham,Casual Dining,No,2,Yes,No,19.98,No
Treated,L7K,Peel,Family Style,No,4,Yes,Yes,18.53,No
Treated,L9L,Durham,Premium Casual,No,6,Yes,Yes,21.76,Yes
Treated,L3P,York,Fast Food,No,8,Yes,No,16.78,Yes
Treated,M7N,Toronto,Family Style,Franchise,6,Yes,Yes,21.5,No
Treated,M2F,Toronto,Family Style,No,17,Yes,No,19.96,No
Treated,M4H,Toronto,Fast Casual,No,17,Yes,No,17.65,No
Treated,L7C,Peel,Premium Casual,Franchise,15,Yes,Yes,21.88,No
Treated,M3Y,Toronto,Family Style,No,3,Yes,No,20.31,No
Treated,M7K,Toronto,Family Style,No,6,Yes,Yes,16,No
Treated,L1N,Durham,Family Style,No,19,Yes,No,19.02,No
Treated,M5W,Toronto,Fast Food,No,10,Yes,Yes,17.62,No
Treated,M6I,Toronto,Family Style,No,12,No,No,22.36,No
Treated,M4O,Toronto,Fast Casual,No,13,Yes,No,17.73,Yes
Treated,L9N,York,Casual Dining,No,8,Yes,Yes,20.37,No
Treated,L9T,Halton,Family Style,No,14,Yes,Yes,17.57,No
Treated,M6G,Toronto,Casual Dining,No,2,Yes,Yes,16.76,No
Treated,M0C,Toronto,Family Style,Franchise,15,Yes,No,21.6,No
Treated,L5H,Peel,Family Style,No,10,Yes,No,14.25,No
Treated,M3L,Toronto,Premium Casual,No,5,Yes,No,20.23,Yes
Treated,M3W,Toronto,Fast Food,No,19,Yes,No,20.37,No
Treated,L7E,York,Casual Dining,No,16,No,Yes,19.48,No
Treated,L6A,York,Fast Casual,No,12,Yes,No,15.88,No
Treated,M3O,Toronto,Premium Casual,Franchise,17,Yes,Yes,21.31,No
Treated,M6U,Toronto,Family Style,Franchise,13,Yes,No,20.65,No
Treated,M8D,Toronto,Family Style,No,8,Yes,No,19.89,No
Treated,L5T,Peel,Fine Dining,No,20,Yes,No,18.46,Yes
Treated,L6X,Peel,Casual Dining,No,7,Yes,No,18.23,No
Treated,L4Z,Peel,Casual Dining,No,6,Yes,Yes,16.55,No
Treated,M4R,Toronto,Family Style,No,7,Yes,No,10.83,No
Treated,L9N,York,Family Style,Franchise,7,Yes,No,15.27,Yes
Treated,M7L,Toronto,Casual Dining,No,12,Yes,No,20.22,No
Treated,L0B,Durham,Casual Dining,No,12,Yes,No,17.8,No
Treated,L4A,York,Fast Casual,No,14,No,No,18.77,No
Treated,L7M,Halton,Fast Casual,No,4,Yes,No,19.47,No
Treated,L7L,Halton,Fine Dining,No,16,Yes,Yes,19.6,No
Treated,L4X,Peel,Fast Food,No,16,Yes,No,17.83,No
Treated,M7M,Toronto,Fast Casual,No,22,Yes,No,21.19,No
Treated,L7A,Peel,Premium Casual,No,6,Yes,No,23.14,Yes
Treated,L4X,Peel,Fast Casual,No,8,Yes,Yes,19.67,No
Treated,M7L,Toronto,Fast Casual,No,9,Yes,No,16.2,No
Treated,M5M,Toronto,Casual Dining,No,11,Yes,Yes,20.14,No
Treated,M2R,Toronto,Fast Food,Franchise,8,Yes,Yes,16.46,No
Treated,L4G,York,Fast Casual,No,17,Yes,Yes,19.59,No
Treated,L4H,York,Family Style,No,13,Yes,Yes,18.77,No
Treated,M9K,Toronto,Family Style,Franchise,9,Yes,No,22.78,No
Treated,L6B,York,Family Style,No,21,Yes,No,20.6,No
Treated,L6W,Peel,Family Style,Franchise,9,Yes,Yes,17.12,No
Treated,M4C,Toronto,Fast Food,No,6,Yes,No,14.87,Yes
Treated,L7S,Halton,Premium Casual,No,3,Yes,No,20.61,No
Treated,M3K,Toronto,Fast Food,Franchise,8,Yes,Yes,17.12,No
Treated,L0E,York,Family Style,No,14,Yes,Yes,16.8,No
Treated,M1E,Toronto,Casual Dining,No,7,Yes,No,21.51,No
Treated,L6C,York,Casual Dining,Franchise,2,No,No,22.88,No
Treated,L6P,Peel,Fast Food,No,3,Yes,No,14.27,Yes
Treated,L6Y,Peel,Family Style,No,8,Yes,No,22.72,No
Treated,M4R,Toronto,Fine Dining,No,4,Yes,No,16.18,No
Treated,L7K,Peel,Fast Casual,No,9,Yes,No,19.03,No
Treated,L5S,Peel,Fast Food,No,17,Yes,Yes,20.94,Yes
Treated,M7Z,Toronto,Family Style,Franchise,11,Yes,No,16.93,No
Treated,L9E,Halton,Fast Casual,No,13,Yes,Yes,16.77,No
Treated,L5P,Peel,Casual Dining,No,9,No,No,13.4,No
Treated,L6B,York,Family Style,Franchise,9,Yes,Yes,13.57,No
Treated,M4H,Toronto,Casual Dining,No,8,Yes,Yes,17.87,No
Treated,M8Q,Toronto,Family Style,No,16,Yes,Yes,17.91,No
Treated,L5K,Peel,Premium Casual,No,3,Yes,No,19.78,No
Treated,M7Y,Toronto,Casual Dining,No,10,No,No,13.26,No
Treated,L9N,York,Casual Dining,No,4,Yes,No,16.85,No
Treated,M5J,Toronto,Fast Casual,Franchise,3,Yes,Yes,18.23,No
Treated,L0C,Durham,Fine Dining,Franchise,11,Yes,No,20.09,No
Treated,L6A,York,Fast Casual,No,13,Yes,Yes,19.03,No
Treated,L6H,Halton,Casual Dining,No,12,Yes,Yes,16.68,No
Treated,L7M,Halton,Family Style,Franchise,10,Yes,No,15.97,No
Treated,L4V,Peel,Casual Dining,Franchise,2,Yes,No,20.55,No
Treated,L6T,Peel,Fast Food,No,11,Yes,No,19.97,No
Treated,L6C,York,Premium Casual,Franchise,3,No,No,15.56,No
Treated,L4T,Peel,Fast Casual,No,14,Yes,No,10.99,No
Treated,M0K,Toronto,Fine Dining,No,2,Yes,Yes,16.54,No
Treated,L7C,Peel,Casual Dining,No,19,Yes,No,17.56,No
Treated,L3Z,York,Fast Food,No,9,Yes,Yes,17.08,No
Treated,L4G,York,Premium Casual,No,4,Yes,No,14.58,No
Treated,L7A,Peel,Fast Casual,No,27,Yes,No,14.81,No
Treated,L0N,York,Family Style,No,7,Yes,Yes,18.5,No
Treated,L7L,Halton,Casual Dining,Franchise,8,Yes,No,20.15,No
Treated,M2Z,Toronto,Family Style,No,13,No,No,21.66,No
Treated,L0P,Halton,Family Style,No,12,Yes,Yes,19.67,No
Treated,M2D,Toronto,Premium Casual,Franchise,8,No,Yes,19.24,No
Treated,M3V,Toronto,Family Style,No,6,Yes,Yes,16.59,No
Treated,L9N,York,Family Style,No,6,Yes,No,16.29,Yes
Treated,L0P,Halton,Casual Dining,No,11,Yes,Yes,21.07,No
Treated,L4Z,Peel,Premium Casual,No,10,No,No,19.75,No
Treated,L6E,York,Casual Dining,No,8,Yes,Yes,15.28,No
Treated,M8Y,Toronto,Family Style,Franchise,12,Yes,Yes,16.47,No
Treated,L7E,York,Casual Dining,No,15,Yes,No,18.36,No
Treated,L7C,Peel,Fast Food,Franchise,13,Yes,Yes,16.43,No
Treated,M4O,Toronto,Casual Dining,Franchise,5,No,No,14.89,Yes
Treated,M3A,Toronto,Fine Dining,No,11,Yes,No,18.83,No
Treated,L4X,Peel,Premium Casual,No,13,Yes,Yes,18.96,No
Treated,L9E,Halton,Casual Dining,No,16,Yes,No,18.95,No
Treated,L9T,Halton,Fast Food,No,0,Yes,Yes,17.34,No
Treated,L7K,Peel,Fast Casual,No,9,Yes,No,13.39,No
Treated,L1J,Durham,Family Style,Franchise,17,No,No,21.49,No
Treated,M1K,Toronto,Family Style,Franchise,4,Yes,No,18.22,No
Treated,L5H,Peel,Fast Food,No,4,Yes,No,17.55,Yes
Treated,L9P,Durham,Fast Food,Franchise,8,Yes,No,16.7,No
Treated,L1B,Durham,Fast Food,No,4,Yes,Yes,16.31,Yes
Treated,L7B,York,Premium Casual,No,13,Yes,No,17.14,No
Treated,L4A,York,Premium Casual,Franchise,9,Yes,No,14.24,No
Treated,L0P,Halton,Casual Dining,No,11,Yes,No,18.83,No
Treated,L1L,Durham,Family Style,No,13,Yes,No,20.35,No
Treated,L3P,York,Family Style,No,14,Yes,No,19.48,No
Treated,M1O,Toronto,Fast Casual,No,8,Yes,No,19.12,No
Treated,L7C,Peel,Casual Dining,Franchise,0,Yes,Yes,20.27,No
Treated,M0I,Toronto,Fast Casual,No,13,Yes,No,18.1,No
Treated,L9E,Halton,Family Style,No,8,No,Yes,19.16,No
Treated,L6G,York,Casual Dining,Franchise,16,Yes,No,18.17,No
Treated,M5M,Toronto,Family Style,No,15,Yes,Yes,20.24,No
Treated,M8Y,Toronto,Fast Food,Franchise,2,Yes,No,20.84,No
Treated,L6Y,Peel,Casual Dining,No,4,No,Yes,16.68,No
Treated,L4Y,Peel,Fast Casual,Franchise,16,Yes,No,17.43,No
Treated,L1K,Durham,Premium Casual,No,17,No,No,20.61,No
Treated,L6T,Peel,Premium Casual,No,19,Yes,Yes,17.58,No
Treated,L0P,Halton,Premium Casual,Franchise,11,Yes,Yes,22.16,No
Treated,L4E,York,Fast Casual,Franchise,3,Yes,Yes,18.8,No
Treated,L5R,Peel,Casual Dining,No,7,Yes,No,15.75,Yes
Treated,L7K,Peel,Family Style,No,9,Yes,Yes,22.83,No
Treated,L6B,York,Fast Casual,No,13,Yes,No,16.62,No
Treated,L9P,Durham,Premium Casual,No,3,Yes,No,20.14,No
Treated,M0F,Toronto,Casual Dining,Franchise,15,No,Yes,18.21,No
Treated,L4T,Peel,Family Style,Franchise,4,Yes,No,20.78,No
Treated,M9D,Toronto,Fast Casual,No,5,Yes,No,19.94,No
Treated,M4O,Toronto,Fast Food,No,18,Yes,No,21.57,No
Treated,L5A,Peel,Family Style,No,14,Yes,No,16.91,No
Treated,M8R,Toronto,Casual Dining,Franchise,13,Yes,No,18.25,No
Treated,M7O,Toronto,Casual Dining,No,8,Yes,Yes,21.26,Yes
Treated,M9R,Toronto,Fast Food,Franchise,11,Yes,No,17.09,No
Treated,L4V,Peel,Casual Dining,No,17,Yes,No,18.63,No
Treated,L4P,York,Casual Dining,No,16,Yes,No,20.83,No
Treated,L4B,York,Family Style,Franchise,0,Yes,No,15.4,No
Treated,L0E,Durham,Fast Casual,No,9,Yes,Yes,19.6,No
Treated,L4E,York,Fast Casual,Franchise,2,Yes,No,21.15,No
Treated,M3K,Toronto,Family Style,No,5,Yes,No,19,No
Treated,L9T,Halton,Family Style,No,13,Yes,No,15.74,No
Treated,L3X,York,Fast Casual,No,5,Yes,Yes,16.56,No
Treated,L1L,Durham,Fast Food,No,10,Yes,Yes,19.25,No
Treated,M3Q,Toronto,Family Style,Franchise,4,Yes,No,23.37,No
Treated,L7K,Peel,Fast Food,No,8,Yes,Yes,21.01,No
Treated,L6B,York,Family Style,No,6,Yes,No,19.73,No
Treated,L5H,Peel,Premium Casual,No,17,No,No,17.6,Yes
Treated,L7B,York,Casual Dining,No,5,Yes,Yes,17.59,No
Treated,L7B,York,Fast Casual,No,11,Yes,Yes,16.99,No
Treated,L6V,Peel,Casual Dining,No,22,Yes,Yes,19.09,Yes
Treated,L4L,York,Premium Casual,Franchise,4,No,Yes,22.25,No
Treated,L4T,Peel,Fine Dining,Franchise,2,Yes,No,16.17,No
Treated,L5V,Peel,Premium Casual,No,8,Yes,Yes,14.09,No
Treated,M5U,Toronto,Casual Dining,No,2,Yes,No,20.92,No
Treated,L0H,York,Premium Casual,No,15,Yes,Yes,19.4,No
Treated,M9Z,Toronto,Fast Casual,No,12,Yes,No,21.99,Yes
Treated,L9E,Halton,Family Style,No,9,Yes,No,17.18,No
Treated,L7A,Peel,Fast Food,No,18,Yes,Yes,19.67,No
Treated,M3B,Toronto,Fast Food,No,9,Yes,Yes,17.5,No
Treated,L9P,Durham,Fine Dining,No,14,No,No,16.64,No
Treated,L0C,Durham,Premium Casual,No,0,No,No,17.31,No
Treated,M6F,Toronto,Fast Food,No,9,Yes,No,15.75,No
Treated,L4G,York,Family Style,No,9,Yes,Yes,17.25,No
Treated,L0E,York,Fast Casual,Franchise,17,Yes,Yes,19.62,No
Treated,M2I,Toronto,Premium Casual,No,5,Yes,No,17.26,No
Treated,L0P,Halton,Family Style,No,8,Yes,Yes,19.4,No
Treated,L4G,York,Casual Dining,Franchise,11,Yes,No,19.18,No
Treated,L0N,York,Casual Dining,No,15,Yes,Yes,13.31,No
Treated,L4W,Peel,Fine Dining,No,1,No,No,18.7,Yes
Treated,M6T,Toronto,Family Style,Franchise,7,Yes,No,20.21,Yes
Treated,L0N,York,Premium Casual,No,12,Yes,No,22.59,No
Treated,M2N,Toronto,Fast Casual,Franchise,8,Yes,No,25.48,No
Treated,L1K,Durham,Family Style,No,7,Yes,No,23.35,No
Treated,L0P,Halton,Casual Dining,Franchise,18,No,No,16.94,No
Treated,L6V,Peel,Premium Casual,Franchise,13,Yes,No,16.16,No
Treated,L9P,Durham,Fast Casual,Franchise,2,Yes,No,20.25,No
Treated,L9P,Durham,Fast Food,Franchise,2,Yes,No,20.74,No
Treated,L0P,Halton,Fast Casual,No,14,Yes,No,20.14,No
Treated,L7A,Peel,Family Style,Franchise,1,Yes,No,22.8,No
Treated,M9C,Toronto,Casual Dining,No,1,Yes,No,23.24,No
Treated,L5K,Peel,Fast Food,No,10,Yes,Yes,18.47,No
Treated,L6X,Peel,Family Style,No,24,Yes,No,17.82,No
Treated,M6Z,Toronto,Fast Food,Franchise,13,Yes,No,17.48,No
Treated,M1N,Toronto,Family Style,No,9,Yes,No,14.41,No
Treated,L9L,Durham,Casual Dining,Franchise,12,No,No,15.84,No
Treated,M1H,Toronto,Family Style,No,12,Yes,No,20.04,No
Treated,M3U,Toronto,Fast Casual,No,7,No,Yes,18.28,Yes
Treated,L6X,Peel,Premium Casual,Franchise,2,Yes,Yes,18.71,No
Treated,M7W,Toronto,Fast Casual,Franchise,20,Yes,No,18.31,No
Treated,M2O,Toronto,Premium Casual,No,8,Yes,Yes,17.18,No
Treated,L7P,Halton,Casual Dining,No,11,Yes,No,19.21,No
Treated,L7B,York,Casual Dining,Franchise,1,Yes,No,18.61,No
Treated,L4V,Peel,Fast Food,No,2,Yes,No,18.07,Yes
Treated,L0H,York,Family Style,No,15,Yes,Yes,17.67,No
Treated,L7B,York,Fast Food,No,8,Yes,Yes,13.49,No
Treated,M7O,Toronto,Fast Food,No,1,Yes,No,20.7,No
Treated,L6M,Halton,Fast Food,Franchise,11,Yes,Yes,17.18,No
Treated,L0P,Halton,Casual Dining,Franchise,3,Yes,No,16.89,No
Treated,M2Q,Toronto,Fast Casual,No,22,Yes,No,18.02,No
Treated,M5Y,Toronto,Fast Casual,No,4,Yes,No,16.77,No
Treated,L0B,Durham,Fast Casual,Franchise,29,Yes,Yes,17.72,No
Treated,L4Y,Peel,Fast Casual,No,13,Yes,No,16.35,No
Treated,L5V,Peel,Premium Casual,No,9,Yes,No,20.09,Yes
Treated,L9L,Durham,Premium Casual,Franchise,3,Yes,No,20.63,No
Treated,L9P,Durham,Casual Dining,No,15,Yes,No,22.28,Yes
Treated,L7B,York,Fast Food,Franchise,7,Yes,Yes,17.26,Yes
Treated,L7A,Peel,Premium Casual,No,1,Yes,No,18.68,No
Treated,L4H,York,Premium Casual,No,19,Yes,No,20.23,Yes
Treated,M2Q,Toronto,Casual Dining,No,10,Yes,No,16.14,Yes
Treated,L4Z,Peel,Premium Casual,No,2,Yes,Yes,15.49,No
Treated,L7E,York,Family Style,No,10,Yes,No,15.44,No
Treated,M4L,Toronto,Family Style,No,6,Yes,Yes,19.2,No
Treated,L4W,Peel,Fast Food,No,4,Yes,Yes,20.53,No
Treated,M6R,Toronto,Premium Casual,Franchise,12,Yes,Yes,16.47,No
Treated,L7A,Peel,Family Style,No,17,Yes,No,16.06,No
Treated,L5E,Peel,Premium Casual,No,21,No,No,19.12,No
Treated,L7N,Halton,Family Style,No,0,No,No,14.4,No
Treated,L6M,Halton,Family Style,Franchise,5,Yes,No,22.78,No
Treated,L7K,Peel,Fine Dining,Franchise,0,Yes,Yes,18.9,No
Treated,L9N,York,Casual Dining,No,4,No,No,20.63,No
Treated,L0H,York,Casual Dining,Franchise,13,Yes,Yes,15.78,No
Treated,L9N,York,Family Style,No,10,Yes,No,16.84,No
Treated,L1G,Durham,Casual Dining,No,20,Yes,No,17.03,No
Treated,L6B,York,Fast Casual,Franchise,9,Yes,Yes,19,No
Treated,L9T,Halton,Casual Dining,No,21,Yes,No,20.77,No
Treated,L0E,Durham,Fast Food,No,2,Yes,Yes,16.41,No
Treated,L6W,Peel,Fast Casual,No,3,Yes,Yes,17.41,No
Treated,M5J,Toronto,Casual Dining,No,14,Yes,No,19.64,No
Treated,L0P,Halton,Fast Food,Franchise,10,Yes,Yes,17.52,No
Treated,M6U,Toronto,Family Style,No,7,Yes,Yes,21.1,No
Treated,L3P,York,Casual Dining,Franchise,21,Yes,Yes,17.83,No
Treated,L4E,York,Casual Dining,No,22,No,Yes,15.91,No
Treated,L9P,Durham,Fast Food,No,6,Yes,No,18.04,No
Treated,M2V,Toronto,Casual Dining,Franchise,12,Yes,Yes,17.31,Yes
Treated,L9L,Durham,Fine Dining,No,5,Yes,No,18.52,No
Treated,L6V,Peel,Family Style,Franchise,12,Yes,No,17.78,No
Treated,M2X,Toronto,Fast Food,No,10,Yes,Yes,14.61,No
Treated,M0L,Toronto,Family Style,Franchise,3,Yes,No,21.2,No
Treated,L5M,Peel,Casual Dining,No,6,No,No,24.62,No
Treated,L4P,York,Fine Dining,No,14,Yes,No,20.69,No
Treated,L7R,Halton,Casual Dining,No,7,Yes,No,13.85,No
Treated,L6Y,Peel,Fast Casual,No,11,Yes,No,15.64,No
Treated,L0H,York,Premium Casual,Franchise,5,Yes,No,18.92,No
Treated,L5V,Peel,Casual Dining,No,1,Yes,No,18.38,No
Treated,M9X,Toronto,Premium Casual,No,4,Yes,No,18.36,No
Treated,L6S,Peel,Fast Food,No,15,Yes,No,14.8,No
Treated,L7C,Peel,Family Style,Franchise,11,Yes,No,17.06,No
Treated,L9T,Halton,Premium Casual,Franchise,26,No,No,14.92,No
Treated,M7C,Toronto,Fast Casual,No,8,Yes,No,16.7,No
Treated,L5E,Peel,Premium Casual,No,25,Yes,No,17.91,No
Treated,L0P,Halton,Fast Food,Franchise,22,Yes,Yes,18.92,No
Treated,M2V,Toronto,Premium Casual,No,4,Yes,Yes,16.72,No
Treated,L7A,Peel,Fast Casual,No,10,Yes,Yes,15.02,No
Treated,L3R,York,Casual Dining,Franchise,5,Yes,No,18.63,No
Treated,M0S,Toronto,Casual Dining,No,12,Yes,No,17.89,No
Treated,M2A,Toronto,Fast Casual,Franchise,19,Yes,No,20.8,No
Treated,L6R,Peel,Casual Dining,No,13,Yes,No,17.04,No
Treated,L4C,York,Family Style,No,1,Yes,Yes,17.94,No
Treated,L7S,Halton,Fast Casual,No,5,Yes,No,16.28,No
Treated,M5B,Toronto,Family Style,No,6,Yes,No,18.94,No
Treated,L7A,Peel,Premium Casual,Franchise,25,No,No,19.11,No
Treated,L4Y,Peel,Fast Food,No,10,Yes,No,20.72,Yes
Treated,L7M,Halton,Fine Dining,No,7,No,No,16.26,No
Treated,L6B,York,Family Style,No,7,Yes,No,17.13,No
Treated,L5E,Peel,Family Style,Franchise,15,Yes,Yes,17.85,Yes
Treated,L5H,Peel,Fast Casual,Franchise,5,Yes,No,21.52,No
Treated,L0G,York,Fast Casual,Franchise,3,Yes,No,15.88,No
Treated,M2Y,Toronto,Premium Casual,No,12,Yes,No,19.02,No
Treated,L3X,York,Fast Casual,No,4,Yes,No,16,No
Treated,M8Z,Toronto,Fast Casual,No,6,No,Yes,21.06,No
Treated,L6G,York,Fast Food,Franchise,13,Yes,No,18.46,No
Treated,L9N,York,Casual Dining,No,14,Yes,No,15.43,No
Treated,L7C,Peel,Casual Dining,No,11,Yes,Yes,17.64,Yes
Treated,L0C,Durham,Family Style,Franchise,8,Yes,Yes,17.18,No
Treated,M3M,Toronto,Fine Dining,No,5,Yes,Yes,21.92,No
Treated,M2Q,Toronto,Fast Food,No,9,Yes,Yes,18.23,No
Treated,L4T,Peel,Premium Casual,No,4,No,No,16.81,No
Treated,M0J,Toronto,Fine Dining,No,10,Yes,Yes,18.88,No
Treated,L0N,York,Premium Casual,No,8,Yes,No,22.42,No
Treated,L6A,York,Fast Casual,Franchise,7,Yes,No,18.43,No
Treated,L7R,Halton,Casual Dining,No,12,Yes,No,19.12,No
Treated,L4P,York,Fast Casual,No,6,Yes,No,17.71,No
Treated,L6G,York,Fast Food,Franchise,3,Yes,No,16.47,No
Treated,M5H,Toronto,Fine Dining,No,5,Yes,No,17.63,No
Treated,L0B,Durham,Fine Dining,No,7,Yes,Yes,22.71,No
Treated,L9N,York,Family Style,No,5,No,No,19.66,No
Treated,L4S,York,Premium Casual,No,15,Yes,No,23.81,No
Treated,L5N,Peel,Premium Casual,Franchise,9,Yes,Yes,19.53,No
Treated,M4N,Toronto,Fast Casual,Franchise,16,No,No,21.99,No
Treated,L6Z,Peel,Casual Dining,No,10,Yes,No,16.08,No
Treated,L9L,Durham,Fast Food,No,17,Yes,No,16.31,Yes
Treated,M5L,Toronto,Family Style,No,2,Yes,Yes,18.89,No
Treated,L9N,York,Premium Casual,No,12,Yes,No,18.96,No
Treated,L4A,York,Family Style,No,5,Yes,No,10.95,No
Treated,M2X,Toronto,Casual Dining,No,11,Yes,Yes,19.84,No
Treated,M9V,Toronto,Family Style,Franchise,1,No,No,19.62,No
Treated,L7E,York,Fine Dining,No,20,Yes,Yes,15.88,No
Treated,L3P,York,Family Style,Franchise,6,Yes,No,15.06,No
